repo_name,file_path,file_type
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/mdxRs.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/pageExtensions.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/ppr.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/proxyClientMaxBodySize.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/reactCompiler.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/redirects.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/rewrites.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/sassOptions.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/turbopack.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/useCache.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/webpack.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/02-typescript.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/03-eslint.mdx,docs
next.js,docs/01-app/03-api-reference/06-cli/create-next-app.mdx,docs
next.js,docs/01-app/03-api-reference/06-cli/next.mdx,docs
next.js,docs/01-app/03-api-reference/07-edge.mdx,docs
next.js,docs/01-app/03-api-reference/08-turbopack.mdx,docs
next.js,docs/02-pages/02-guides/internationalization.mdx,docs
next.js,docs/02-pages/03-building-your-application/01-routing/03-linking-and-navigating.mdx,docs
next.js,docs/02-pages/03-building-your-application/01-routing/07-api-routes.mdx,docs
next.js,docs/02-pages/03-building-your-application/03-data-fetching/01-get-static-props.mdx,docs
next.js,docs/02-pages/04-api-reference/02-file-conventions/middleware.mdx,docs
next.js,docs/02-pages/04-api-reference/02-file-conventions/proxy.mdx,docs
next.js,docs/02-pages/04-api-reference/04-config/01-next-config-js/eslint.mdx,docs
next.js,docs/02-pages/04-api-reference/04-config/01-next-config-js/proxyClientMaxBodySize.mdx,docs
next.js,docs/03-architecture/fast-refresh.mdx,docs
